Account Code,Territory,Account Type,Key Account,Key Account Manager,Account Name,Account Manager
44926861,Zalazuu,Key Account,Clothes Contact,Asuma Bahamut,Clothes Contact Zalazuu,None
64014500,Scornubel,No Key Account,No Key Account,No Key Account Manager,Colborn's Equipment & More Scornubel,Marta Tichá
81377490,Beluir,No Key Account,No Key Account,No Key Account Manager,Colborn's Hammers Beluir,Ruperta Douglas
36832740,Starmantle,Private Buyer,Private Buyer,Magnus Mortensen,Colleen-Campbell-DVM Starmantle,Magnus Mortensen
62418071,High Hold,No Key Account,No Key Account,No Key Account Manager,Corina's Crafts High Hold,Saban Henderson
21910867,Jalanthar,No Key Account,No Key Account,No Key Account Manager,Corina's Hammers Jalanthar,Marleen Roy
82304763,Port Nyanzaru,No Key Account,No Key Account,No Key Account Manager,Corina's Ioun Stones Port Nyanzaru,Jeffrey Traetta
19802897,High Hold,Private Buyer,Private Buyer,Magnus Mortensen,Corrado-Collina High Hold,Magnus Mortensen
87050695,Crimmor,Key Account,Bardic College Union,Hector Lightbringer,Crimmor Bardic College,None
38480176,Crimmor,Key Account,House of Wonders,Aewynn Aasimar,Crimmor House of Wonders,None
74981108,Crimmor,Key Account,Nobility,Eric the Cleric,Crimmor Nobility,None
35182513,Crimmor,Key Account,Sprite's & Spirits,Glandarok Lightheart,Crimmor Sprite's & Spirits,None
48759197,Crimmor,Key Account,Zhentarim,Josette Gonzalez,Crimmor Zhentarim,None
92201122,Duskan,No Key Account,No Key Account,No Key Account Manager,Cristian's Encounters Duskan,Veronica Humphrey
66355853,Bezentil,No Key Account,No Key Account,No Key Account Manager,Cynthia's Tradeshops Bezentil,Christina Hendrix
19685317,Uluvin,No Key Account,No Key Account,No Key Account Manager,Cäcilie's Bargain Bins Uluvin,Paweł Trobbiani
93582599,Saerloon,No Key Account,No Key Account,No Key Account Manager,Cäcilie's Oddities Saerloon,Rachel Rychcik
97347051,Elturel,No Key Account,No Key Account,No Key Account Manager,Cäcilie's Stables Elturel,Ruperta Douglas
84893072,Daerlun,Key Account,House of Wonders,Aewynn Aasimar,Daerlun House of Wonders,None
74328241,Daerlun,Key Account,Nobility,Eric the Cleric,Daerlun Nobility,None
30980703,Daerlun,Key Account,Zhentarim,Josette Gonzalez,Daerlun Zhentarim,None
14522249,Conyberry,No Key Account,No Key Account,No Key Account Manager,Dakota's Ladl Conyberry,Noemí Brown
16930720,Athkatla,Private Buyer,Private Buyer,Magnus Mortensen,Dalibor-Beneš Athkatla,Magnus Mortensen
64140914,Valls,Private Buyer,Private Buyer,Magnus Mortensen,Dalibor-Marek Valls,Magnus Mortensen
24855868,Myth Drannor,Private Buyer,Private Buyer,Magnus Mortensen,Dalibor-Novotný Myth Drannor,Magnus Mortensen
74621189,Riatavin,No Key Account,No Key Account,No Key Account Manager,Dana's Encounters Riatavin,Ralf-Dieter Materka
54382940,Phannaskul,No Key Account,No Key Account,No Key Account Manager,Dangerous Mounts Phannaskul,Bridget Tichá
86148924,Priapurl,No Key Account,No Key Account,No Key Account Manager,Daniel's Auctions Priapurl,Ruperta Douglas
91425460,Citadel Felbarr,No Key Account,No Key Account,No Key Account Manager,Daniel's Repositories Citadel Felbarr,Ksawery Williams
37618244,Memnonnar,No Key Account,No Key Account,No Key Account Manager,Daniel's Shops Memnonnar,Gabrielle Cameron
83181910,New Sarshel,No Key Account,No Key Account,No Key Account Manager,Daniel's Souvenirs New Sarshel,Yvonne Livingston
26850598,Krenalir,No Key Account,No Key Account,No Key Account Manager,Daniel's Stocks Krenalir,Josh Blanc
88414150,Arkanax,No Key Account,No Key Account,No Key Account Manager,Daniel's Wall-Market Arkanax,Gabrielle Cameron
97366344,Eshpurta,Private Buyer,Private Buyer,Magnus Mortensen,Daniel-Charles Eshpurta,Magnus Mortensen
32855082,Port Castigliar,Private Buyer,Private Buyer,Magnus Mortensen,Daniel-Ferguson Port Castigliar,Magnus Mortensen
40255116,Crimmor,Private Buyer,Private Buyer,Magnus Mortensen,Daniele-Trommler Crimmor,Magnus Mortensen
57091009,Port Nyanzaru,No Key Account,No Key Account,No Key Account Manager,Danielle's Studios Port Nyanzaru,Federico Zirme
81852129,Wai,No Key Account,No Key Account,No Key Account Manager,Danielle's Summons Wai,Ralf-Dieter Materka
42716370,New Alaron,Private Buyer,Private Buyer,Magnus Mortensen,Danielle-Jones New Alaron,Magnus Mortensen
43945769,Kork,Private Buyer,Private Buyer,Magnus Mortensen,Danielle-Le-Goff Kork,Magnus Mortensen
35772603,Berranzo,No Key Account,No Key Account,No Key Account Manager,Danny's Adventuring Berranzo,Noemí Brown
34635252,Arn Rock,No Key Account,No Key Account,No Key Account Manager,Danny's Hammers Arn Rock,Ariadna Lombard
52705614,Koko Nur,Private Buyer,Private Buyer,Magnus Mortensen,Dario-Jovinelli-Gussoni Koko Nur,Magnus Mortensen
18822411,Darromar,Key Account,Bardic College Union,Hector Lightbringer,Darromar Bardic College,None
63312068,Darromar,Key Account,House of Wonders,Aewynn Aasimar,Darromar House of Wonders,None
74475775,Darromar,Key Account,Nobility,Eric the Cleric,Darromar Nobility,None
29567547,Darromar,Key Account,Sprite's & Spirits,Glandarok Lightheart,Darromar Sprite's & Spirits,None
53918766,Darromar,Key Account,Zhentarim,Josette Gonzalez,Darromar Zhentarim,None
27771710,Oman,Private Buyer,Private Buyer,Magnus Mortensen,Darryl-Mitchell Oman,Magnus Mortensen
27715349,Morningstar Hollows,No Key Account,No Key Account,No Key Account Manager,David's Alchemy Supplies Morningstar Hollows,Szymon Joyce
21949142,Huzuz,No Key Account,No Key Account,No Key Account Manager,David's Arcana Huzuz,Linda Hensley
49358265,Telflamm,No Key Account,No Key Account,No Key Account Manager,David's Hoarde Telflamm,Febe Sullivan
99547555,Manshaka,No Key Account,No Key Account,No Key Account Manager,David's Rook Manshaka,Carolyn Scott
53680094,Starmantle,Private Buyer,Private Buyer,Magnus Mortensen,David-Griffin Starmantle,Magnus Mortensen
95703836,Dwarven Valley,No Key Account,No Key Account,No Key Account Manager,Demon's Parlours Dwarven Valley,Ariadna Lombard
64924504,Zalazuu,No Key Account,No Key Account,No Key Account Manager,Denisa's Bargain Bins Zalazuu,Kryštof Šťastný
11684390,Fort Morninglord,No Key Account,No Key Account,No Key Account Manager,Denisa's Equipment & More Fort Morninglord,Isabella Suda
77422735,Arkanax,No Key Account,No Key Account,No Key Account Manager,Denisa's Garages Arkanax,Corina Hendriks
52294497,Ironspur,Private Buyer,Private Buyer,Magnus Mortensen,Denise-Moreau-Gimenez Ironspur,Magnus Mortensen
44990902,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Desmina's Hoarde Urmlaspyr,Ariadna Lombard
71582242,Rauvincross,No Key Account,No Key Account,No Key Account Manager,Desmina's Provisions Rauvincross,Bruno Kadlec
15450003,Rauvincross,No Key Account,No Key Account,No Key Account Manager,Desmina's Studios Rauvincross,Veronica Humphrey
79674130,Thindar,No Key Account,No Key Account,No Key Account Manager,Diana's Encounters Thindar,Mária Steele
86625854,Yuthgalaunt,No Key Account,No Key Account,No Key Account Manager,Diana's Hammers Yuthgalaunt,Veronica Humphrey
40122398,Hilltop,No Key Account,No Key Account,No Key Account Manager,Diana's Oddities Hilltop,Marleen Roy
78943920,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Diana's Rags Caer Westphal,Margaret Toscanini
46158407,Phant,Private Buyer,Private Buyer,Magnus Mortensen,Diana-Martin Phant,Magnus Mortensen
34957633,Dilpur,Key Account,Bardic College Union,Hector Lightbringer,Dilpur Bardic College,None
86891054,Dilpur,Key Account,House of Wonders,Aewynn Aasimar,Dilpur House of Wonders,None
29434529,Dilpur,Key Account,Nobility,Eric the Cleric,Dilpur Nobility,None
99331923,Dilpur,Key Account,Sprite's & Spirits,Glandarok Lightheart,Dilpur Sprite's & Spirits,None
50077937,Dilpur,Key Account,Zhentarim,Josette Gonzalez,Dilpur Zhentarim,None
18519807,Erebos,No Key Account,No Key Account,No Key Account Manager,Dimian's Adventuring Erebos,Paweł Trobbiani
25824543,Telos City,No Key Account,No Key Account,No Key Account Manager,Dimian's Arrows Telos City,Febe Sullivan
83346512,Waymoot,No Key Account,No Key Account,No Key Account Manager,Dimian's Summons Waymoot,Kryštof Šťastný
18728675,Ogden,Private Buyer,Private Buyer,Magnus Mortensen,Dipl.-Ing.-Rosita-Ackermann Ogden,Magnus Mortensen
59459152,Pengram,No Key Account,No Key Account,No Key Account Manager,Divine Pantries Pengram,Lauren Masiak
83989775,Eltabbar,No Key Account,No Key Account,No Key Account Manager,Divine Rods & Staves Eltabbar,Lacey Bodin
77964438,Furthinghome,No Key Account,No Key Account,No Key Account Manager,Divine Stables Furthinghome,Sandra Carlier
81957953,Purple Rock Isles,Private Buyer,Private Buyer,Magnus Mortensen,Dominic-Kemp Purple Rock Isles,Magnus Mortensen
85982859,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Dominik's Adventuring Caer Westphal,Hans-Rainer Miller
43927902,Port Nowhere,No Key Account,No Key Account,No Key Account Manager,Dominik's Stocks Port Nowhere,Isabella Suda
30011430,Whalebone Isles,No Key Account,No Key Account,No Key Account Manager,Domnhar's Ateliers Whalebone Isles,Isabelle Vávrová
21625007,High Hold,No Key Account,No Key Account,No Key Account Manager,Domnhar's Merchandises High Hold,Yvonne Livingston
43642384,Port Nowhere,No Key Account,No Key Account,No Key Account Manager,Domnhar's Rarities Port Nowhere,Connie Munoz
22228088,Amphail,Private Buyer,Private Buyer,Magnus Mortensen,Donna-Banks Amphail,Magnus Mortensen
99718447,Shamph,Private Buyer,Private Buyer,Magnus Mortensen,Dott.-Giampaolo-Asprucci Shamph,Magnus Mortensen
75540294,Port Nowhere,Private Buyer,Private Buyer,Magnus Mortensen,Dott.-Luigina-Baracca Port Nowhere,Magnus Mortensen
39343095,Thornhold,Private Buyer,Private Buyer,Magnus Mortensen,Dott.-Mariana-Pirelli Thornhold,Magnus Mortensen
95681175,Wyrmspine,Private Buyer,Private Buyer,Magnus Mortensen,Dott.-Rosalia-Lerner Wyrmspine,Magnus Mortensen
47622706,Eshpurta,Private Buyer,Private Buyer,Magnus Mortensen,Douglas-Holmes Eshpurta,Magnus Mortensen
29699552,Bezentil,Private Buyer,Private Buyer,Magnus Mortensen,Dr.-Bryan-Vaughan Bezentil,Magnus Mortensen
96226009,Urmlaspyr,Private Buyer,Private Buyer,Magnus Mortensen,Dr.-Kathleen-Whitehead Urmlaspyr,Magnus Mortensen
53732737,Ilmwatch,Private Buyer,Private Buyer,Magnus Mortensen,Dr.-Richard-Brown-Jr. Ilmwatch,Magnus Mortensen
75463686,Adama's Tooth,No Key Account,No Key Account,No Key Account Manager,Dragon's Horses Adama's Tooth,Paweł Trobbiani
50336227,Citadel of Conjurers,No Key Account,No Key Account,No Key Account Manager,Dragon's Summons Citadel of Conjurers,Szymon Joyce
19474102,The Nath,Private Buyer,Private Buyer,Magnus Mortensen,Dušan-Dvořák The Nath,Magnus Mortensen
46596068,Highrock,No Key Account,No Key Account,No Key Account Manager,Dwarven Groceries Highrock,Rafał Jackson
42076061,Shimmerglade,No Key Account,No Key Account,No Key Account Manager,Dwayne's Magics Shimmerglade,Paweł Trobbiani
87050140,Darromar,No Key Account,No Key Account,No Key Account Manager,Dwayne's Rarities Darromar,Danielle Kidawa
74531875,Waymoot,No Key Account,No Key Account,No Key Account Manager,Dylan's Ateliers Waymoot,Corina Hendriks
44754767,Luskan,No Key Account,No Key Account,No Key Account Manager,Dylan's Lights Luskan,Lacey Bodin
49264251,Nyth,No Key Account,No Key Account,No Key Account Manager,Dylan's Shields Nyth,Michael Howard
25069738,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Dylan's Warehouses Urmlaspyr,Marta Tichá
57985535,Easting,Key Account,Bardic College Union,Hector Lightbringer,Easting Bardic College,None
99126289,Easting,Key Account,Zhentarim,Josette Gonzalez,Easting Zhentarim,None
48163102,Targos,No Key Account,No Key Account,No Key Account Manager,Edelbert's Horses Targos,Lilly Álvaro
28368101,Assur,No Key Account,No Key Account,No Key Account Manager,Edelbert's Stores Assur,Jeffrey Traetta
83503621,Mithral Hall,No Key Account,No Key Account,No Key Account Manager,Edelbert's Wall-Market Mithral Hall,Linda Hensley
64968673,The Smoking Keep,No Key Account,No Key Account,No Key Account Manager,Egbert's General Goods The Smoking Keep,Kryštof Šťastný
11758301,Gauntlgrym,No Key Account,No Key Account,No Key Account Manager,Egbert's Rook Gauntlgrym,Ariadna Lombard
11621759,High Hold,No Key Account,No Key Account,No Key Account Manager,Egbert's Weaponsmithing High Hold,Paulina Ellis
65717354,Horsa,No Key Account,No Key Account,No Key Account Manager,Electrum Equipment & More Horsa,Veronica Humphrey
52153437,Goldenfields,No Key Account,No Key Account,No Key Account Manager,Elfie's Mixtures Goldenfields,Rachel Rychcik
53359394,Neverwinter,No Key Account,No Key Account,No Key Account Manager,Elfie's Rods & Staves Neverwinter,Paulina Ellis
83295493,Cimbar,No Key Account,No Key Account,No Key Account Manager,Elfie's Shops Cimbar,William Coste
59339674,Phannaskul,Private Buyer,Private Buyer,Magnus Mortensen,Elisa-Venturi-Roero Phannaskul,Magnus Mortensen
30896866,Eveningstar,No Key Account,No Key Account,No Key Account Manager,Elizabeth's Achery Eveningstar,Connie Munoz
45842523,New Alaron,No Key Account,No Key Account,No Key Account Manager,Elizabeth's Blacksmithing New Alaron,Ralf-Dieter Materka
49383120,The Nath,No Key Account,No Key Account,No Key Account Manager,Elizabeth's Rods & Staves The Nath,Lauren Masiak
98464345,Arn Rock,No Key Account,No Key Account,No Key Account Manager,Elizabeth's Vaults Arn Rock,Jérôme Dyrek
95679505,Theshburl,Private Buyer,Private Buyer,Magnus Mortensen,Elizabeth-Anderson-Mills Theshburl,Magnus Mortensen
94641557,Eltabbar,Key Account,House of Wonders,Aewynn Aasimar,Eltabbar House of Wonders,None
58813584,Eltabbar,Key Account,Nobility,Eric the Cleric,Eltabbar Nobility,None
31582829,Eltabbar,Key Account,Sprite's & Spirits,Glandarok Lightheart,Eltabbar Sprite's & Spirits,None
66405432,Elturel,Key Account,House of Wonders,Aewynn Aasimar,Elturel House of Wonders,None
99435242,Elturel,Key Account,Nobility,Eric the Cleric,Elturel Nobility,None
90921607,Elturel,Key Account,Sprite's & Spirits,Glandarok Lightheart,Elturel Sprite's & Spirits,None
81296406,Elturel,Key Account,Zhentarim,Josette Gonzalez,Elturel Zhentarim,None
10446275,Fort Belurian,No Key Account,No Key Account,No Key Account Manager,Elven Distribution Centers Fort Belurian,Veronica Humphrey
10206691,Ogden,No Key Account,No Key Account,No Key Account Manager,Elven Equipment & More Ogden,Ksawery Williams
98497189,Uluvin,No Key Account,No Key Account,No Key Account Manager,Elven Ladl Uluvin,Jeffrey Traetta
10220366,Myth Drannor,Private Buyer,Private Buyer,Magnus Mortensen,Elvira-Jäkel-B.A. Myth Drannor,Magnus Mortensen
11758838,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,Elysa's Acqusitions Baldur's Gate,Mária Steele
84322033,Amruthar,No Key Account,No Key Account,No Key Account Manager,Elysa's Armor & Weapons Amruthar,Lilly Álvaro
63978729,Mirabar,No Key Account,No Key Account,No Key Account Manager,Elysa's Elixirs Mirabar,Federico Zirme
34768020,Sundrah,No Key Account,No Key Account,No Key Account Manager,Elysa's Outlets Sundrah,Lauren Masiak
16996227,Eveningstar,No Key Account,No Key Account,No Key Account Manager,Elżbieta's Blacksmithing Eveningstar,Carrie Adams
33603413,Port Castigliar,No Key Account,No Key Account,No Key Account Manager,Elżbieta's Goblins & Go Port Castigliar,Federico Zirme
79494822,Zalazuu,No Key Account,No Key Account,No Key Account Manager,Elżbieta's Souvenirs Zalazuu,Ralf-Dieter Materka
73413929,Emelone,Key Account,House of Wonders,Aewynn Aasimar,Emelone House of Wonders,None
75473750,Emelone,Key Account,Nobility,Eric the Cleric,Emelone Nobility,None
75935675,Secomber,No Key Account,No Key Account,No Key Account Manager,Emerald Achery Secomber,Margaret Toscanini
42067052,High Hold,No Key Account,No Key Account,No Key Account Manager,Emerald Goblins & Go High Hold,Connie Munoz
96502286,Daerlun,Private Buyer,Private Buyer,Magnus Mortensen,Emily-Brown Daerlun,Magnus Mortensen
97702699,Phent,No Key Account,No Key Account,No Key Account Manager,Enchanted Jewelry Phent,Margaret Toscanini
59690766,Eshpurta,No Key Account,No Key Account,No Key Account Manager,Epifanio's Boats & Floats Eshpurta,Rachel Rychcik
11635396,Erebos,Key Account,Bardic College Union,Hector Lightbringer,Erebos Bardic College,None
34690273,Erebos,Key Account,House of Wonders,Aewynn Aasimar,Erebos House of Wonders,None
35329506,Erebos,Key Account,Nobility,Eric the Cleric,Erebos Nobility,None
37436887,Erebos,Key Account,Sprite's & Spirits,Glandarok Lightheart,Erebos Sprite's & Spirits,None
42675492,Erebos,Key Account,Zhentarim,Josette Gonzalez,Erebos Zhentarim,None
21636673,Neverwinter,No Key Account,No Key Account,No Key Account Manager,Eric's Instruments Neverwinter,Lilly Álvaro
36869620,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Eric's Mounts Azureleaf,Noemí Brown
69314471,Velen,Private Buyer,Private Buyer,Magnus Mortensen,Eric-Mitchell Velen,Magnus Mortensen
60036812,Valls,No Key Account,No Key Account,No Key Account Manager,Erica's Ateliers Valls,Deborah Novotná
20897942,Cimbar,No Key Account,No Key Account,No Key Account Manager,Erica's Magics Cimbar,Heather Nugnes
98625617,Emmesh,Private Buyer,Private Buyer,Magnus Mortensen,Erin-Sweeney Emmesh,Magnus Mortensen
42586227,Eshpurta,Key Account,Bardic College Union,Hector Lightbringer,Eshpurta Bardic College,None
56245833,Eshpurta,Key Account,House of Wonders,Aewynn Aasimar,Eshpurta House of Wonders,None
60353578,Eshpurta,Key Account,Nobility,Eric the Cleric,Eshpurta Nobility,None
84884534,Eshpurta,Key Account,Zhentarim,Josette Gonzalez,Eshpurta Zhentarim,None
17519334,Citadel of Conjurers,No Key Account,No Key Account,No Key Account Manager,Esmee's Collections Citadel of Conjurers,Isabella Suda
82746795,Sambar,No Key Account,No Key Account,No Key Account Manager,Esmee's Pantries Sambar,Danielle Kidawa
20493907,Fort Morninglord,No Key Account,No Key Account,No Key Account Manager,Esmee's Rook Fort Morninglord,Margaret Toscanini
49994754,Citadel of Conjurers,No Key Account,No Key Account,No Key Account Manager,Esmee's Souvenirs Citadel of Conjurers,Noemí Brown
48497391,Tilbrand,No Key Account,No Key Account,No Key Account Manager,Esmee's Transports Tilbrand,Kryštof Šťastný
63616326,Telflamm,Private Buyer,Private Buyer,Magnus Mortensen,Ettore-Scandone Telflamm,Magnus Mortensen
82850443,Neverwinter,No Key Account,No Key Account,No Key Account Manager,Eugenia's Distribution Centers Neverwinter,Saban Henderson
26034754,Zazesspur,No Key Account,No Key Account,No Key Account Manager,Eugenia's Ioun Stones Zazesspur,Bruno Kadlec
66433180,Auckney,No Key Account,No Key Account,No Key Account Manager,Eune's Ioun Stones Auckney,Gabrielle Cameron
16205020,Phannaskul,Private Buyer,Private Buyer,Magnus Mortensen,Eustaquio-Dalmau-Borrego Phannaskul,Magnus Mortensen
78864628,Suzail,Private Buyer,Private Buyer,Magnus Mortensen,Eva-María-de-Alcántara Suzail,Magnus Mortensen
50593108,Toreus,No Key Account,No Key Account,No Key Account Manager,Everen's Transactions Toreus,Josh Blanc
35082280,Pengram,No Key Account,No Key Account,No Key Account Manager,Everlasting Equipment Pengram,Federico Zirme
76459725,Everlund,Key Account,Bardic College Union,Hector Lightbringer,Everlund Bardic College,None
44412688,Everlund,Key Account,House of Wonders,Aewynn Aasimar,Everlund House of Wonders,None
65662811,Eversult,Key Account,House of Wonders,Aewynn Aasimar,Eversult House of Wonders,None
37197285,Eversult,Key Account,Nobility,Eric the Cleric,Eversult Nobility,None
68328427,Eversult,Key Account,Zhentarim,Josette Gonzalez,Eversult Zhentarim,None
26431806,Assur,No Key Account,No Key Account,No Key Account Manager,Excellent Emporia Assur,Ruperta Douglas
92124947,Cathyr,No Key Account,No Key Account,No Key Account Manager,Excellent Equipment & More Cathyr,Deborah Novotná
13042484,Nexal,No Key Account,No Key Account,No Key Account Manager,Excellent Warehouses Nexal,Mark Franceschi
26014100,Fort Calim,No Key Account,No Key Account,No Key Account Manager,Exciting Collections Fort Calim,Patrick Němcová
28677050,Lushpool,No Key Account,No Key Account,No Key Account Manager,Exotic Items Lushpool,Jeffrey Traetta
52068877,Ruathym,No Key Account,No Key Account,No Key Account Manager,Exotic Transactions Ruathym,Febe Sullivan
87256009,Mintarn,No Key Account,No Key Account,No Key Account Manager,Expert's Antiquities Mintarn,Bruno Kadlec
43122458,Yuthgalaunt,No Key Account,No Key Account,No Key Account Manager,Expert's Consignments Yuthgalaunt,Kryštof Šťastný
51497487,Telos City,No Key Account,No Key Account,No Key Account Manager,Expert's Encounters Telos City,William Coste
38334130,Arabel,No Key Account,No Key Account,No Key Account Manager,Expert's Exports Arabel,Lacey Bodin
43109363,Morningstar Hollows,No Key Account,No Key Account,No Key Account Manager,Expert's Solutions Morningstar Hollows,Linda Hensley
92860365,Nexal,No Key Account,No Key Account,No Key Account Manager,Exploding General Goods Nexal,William Coste
91750870,Phannaskul,No Key Account,No Key Account,No Key Account Manager,Exploding Horses Phannaskul,Rachel Rychcik
61671899,Yhaunn,No Key Account,No Key Account,No Key Account Manager,Exploding Rags Yhaunn,Ariadna Lombard
76267167,Maralith,No Key Account,No Key Account,No Key Account Manager,Fabio's General Goods Maralith,Heather Nugnes
77644241,Zazesspur,No Key Account,No Key Account,No Key Account Manager,Fabio's Magics Zazesspur,Patrick Němcová
62735904,Maralith,No Key Account,No Key Account,No Key Account Manager,Fabio's Mounts Maralith,Marta Tichá
69806142,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Fabio's Stores Caer Westphal,Sandra Carlier
42294787,Waymoot,No Key Account,No Key Account,No Key Account Manager,Fabulous Equipment & More Waymoot,Carolyn Scott
42481797,Wyrmspine,No Key Account,No Key Account,No Key Account Manager,Fangar's Armor & Weapons Wyrmspine,Marta Tichá
96613959,Furthinghome,No Key Account,No Key Account,No Key Account Manager,Fantastic Instruments Furthinghome,Bridget Tichá
18708965,Cimbar,No Key Account,No Key Account,No Key Account Manager,Farmer's Armorsmithing Cimbar,Febe Sullivan
37325283,Menzoberranzan,No Key Account,No Key Account,No Key Account Manager,Farmer's Livestock Menzoberranzan,Saban Henderson
42580097,Farview,Key Account,House of Wonders,Aewynn Aasimar,Farview House of Wonders,None
57722915,Zazesspur,No Key Account,No Key Account,No Key Account Manager,Favroe's Artifacts Zazesspur,Margaret Toscanini
50264547,Farview,No Key Account,No Key Account,No Key Account Manager,Favroe's Items Farview,Jeffrey Traetta
49803163,Iriaesbor,No Key Account,No Key Account,No Key Account Manager,Feron's Rarities Iriaesbor,Deborah Novotná
31251038,Maur-Eturo,No Key Account,No Key Account,No Key Account Manager,Feron's Repositories Maur-Eturo,Federico Zirme
45631081,Korinn,No Key Account,No Key Account,No Key Account Manager,Fintis's Stocks Korinn,Danielle Kidawa
47867145,Proskur,Private Buyer,Private Buyer,Magnus Mortensen,Fito-Olmo-Blasco Proskur,Magnus Mortensen
50919185,Bloodstone (Vaasa),Private Buyer,Private Buyer,Magnus Mortensen,Flor-Guillén-Estévez Bloodstone (Vaasa),Magnus Mortensen
63339030,Wyrmspine,No Key Account,No Key Account,No Key Account Manager,Forgotten Provisions Wyrmspine,Mária Steele
58896754,Mussum,No Key Account,No Key Account,No Key Account Manager,Forgotten Workshops Mussum,Kryštof Šťastný
20955641,Emmesh,No Key Account,No Key Account,No Key Account Manager,Fortified Auctions Emmesh,Lilly Álvaro
36101788,Fort Calim,No Key Account,No Key Account,No Key Account Manager,Fortified Mixtures Fort Calim,Connie Munoz
14915950,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Frances's Solutions Azureleaf,Marleen Roy
63526344,Pengram,No Key Account,No Key Account,No Key Account Manager,Francis's Crafts Pengram,Rachel Rychcik
61875813,Bloodstone (Damara),No Key Account,No Key Account,No Key Account Manager,Francis's Stables Bloodstone (Damara),Carolyn Scott
82938088,Darromar,No Key Account,No Key Account,No Key Account Manager,Francis's Tools & Kits Darromar,Corina Hendriks
56681796,Mereu,Private Buyer,Private Buyer,Magnus Mortensen,Francis-Webb Mereu,Magnus Mortensen
52302302,Thornhold,Private Buyer,Private Buyer,Magnus Mortensen,Frank-Thompson Thornhold,Magnus Mortensen
95316333,Athkatla,Private Buyer,Private Buyer,Magnus Mortensen,Frank-Wright Athkatla,Magnus Mortensen
52463743,Krenalir,No Key Account,No Key Account,No Key Account Manager,Františka's Jewelry Krenalir,Rafał Jackson
14241963,Iljak,No Key Account,No Key Account,No Key Account Manager,Františka's Shops Iljak,Hans-Rainer Miller
85083278,Kai Shan,Private Buyer,Private Buyer,Magnus Mortensen,François-Bernard Kai Shan,Magnus Mortensen
58749545,Palost Port,Private Buyer,Private Buyer,Magnus Mortensen,Frau-Sophie-Biggen Palost Port,Magnus Mortensen
87333492,Phannaskul,No Key Account,No Key Account,No Key Account Manager,Fresh Clothing & Hides Phannaskul,Linda Hensley
12016203,Gracklstugh,No Key Account,No Key Account,No Key Account Manager,Fresh Keepsakes Gracklstugh,Ruperta Douglas
53713173,Oman,No Key Account,No Key Account,No Key Account Manager,Frozen Arcana Oman,Connie Munoz
94462683,Yhaunn,No Key Account,No Key Account,No Key Account Manager,Frozen Groceries Yhaunn,Szymon Joyce
75088222,New Alaron,No Key Account,No Key Account,No Key Account Manager,Fryderyk's Elixirs New Alaron,Margaret Toscanini
86947906,Manshaka,No Key Account,No Key Account,No Key Account Manager,Fryderyk's Outlets Manshaka,Margaret Toscanini
35796396,Ironfang Keep,No Key Account,No Key Account,No Key Account Manager,Fryderyk's Parlours Ironfang Keep,Marleen Roy
95692082,Blingdenstone,No Key Account,No Key Account,No Key Account Manager,Frédéric's Stables Blingdenstone,Mária Steele
87875637,Morningstar Hollows,Private Buyer,Private Buyer,Magnus Mortensen,Frédéric-Muller Morningstar Hollows,Magnus Mortensen
32166945,Maralith,No Key Account,No Key Account,No Key Account Manager,Fulgencio's Boats & Floats Maralith,Lauren Masiak
31203944,Furthinghome,Key Account,House of Wonders,Aewynn Aasimar,Furthinghome House of Wonders,None
68849161,Furthinghome,Key Account,Sprite's & Spirits,Glandarok Lightheart,Furthinghome Sprite's & Spirits,None
80650462,Dashadjen,No Key Account,No Key Account,No Key Account Manager,Gabi's Oils & Elixirs Dashadjen,Lilly Álvaro
54279923,Regent's Field,No Key Account,No Key Account,No Key Account Manager,Gabriel's Adventuring Regent's Field,Szymon Joyce
81822021,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Garrett's Magics Azureleaf,Marleen Roy
92048856,Arrabar,No Key Account,No Key Account,No Key Account Manager,Gary's Rarities Arrabar,Noemí Brown
33103106,Fireshear,No Key Account,No Key Account,No Key Account Manager,Gary's Souvenirs Fireshear,Apolonia Zacharek
91560674,Gauntlgrym,Key Account,House of Wonders,Aewynn Aasimar,Gauntlgrym House of Wonders,None
99246111,Gauntlgrym,Key Account,Nobility,Eric the Cleric,Gauntlgrym Nobility,None
56202210,Gauntlgrym,Key Account,Sprite's & Spirits,Glandarok Lightheart,Gauntlgrym Sprite's & Spirits,None
16245053,Gauntlgrym,Key Account,Zhentarim,Josette Gonzalez,Gauntlgrym Zhentarim,None
67206461,Cathyr,Private Buyer,Private Buyer,Magnus Mortensen,Geraldo-Blas-Barral-Royo Cathyr,Magnus Mortensen
88264610,Yhaunn,Private Buyer,Private Buyer,Magnus Mortensen,Gerónimo-Corominas-Fábregas Yhaunn,Magnus Mortensen
79264711,Amphail,No Key Account,No Key Account,No Key Account Manager,Gethrod's Arrows Amphail,Kryštof Šťastný
